188.2438536544712
MEHA JAGIR,583
MOHWARI KALA,674
NAWAHAI,1220
NEWADHHIYA BAYALISH,521
PACHEDA,655
PAYAGPUR RAM GHARWA,907
PIPARI,678
PURA LAKCHHAN,540
RAJAPUR,831
SIKARA,678
SIRAWAL,857
SIROUTHI,667
SURAVAN DALAPUR,524
TRISEN TULAPUR,675
UNCH DIH,517
ABDALPUR,1093
ALAWALPUR,476
BADGAON,1150
SORAON,1655
THARWAI,1072
TIKRITA PADILA,579
USRAHI,644
BARI,621
YUSUFPUR,567
AMILIYA KALA,748
AUTA,829
CHAUKI MAI ARAZI PANASA UPARHA,510
DOHARIYA,630
KOTAHA,454
KUNWAR PATTI,888
LEHARI,686
NIBAIYA (NAHAVAI),532
NIBI,463
PATTI NATH RAI,477
RAM NAGAR,1429
LAKHRAWAN,489
NAIWA,484
PIPARAWAN TA. PANASA,870
AKODHA,1603
AMBA,469
ANTARI SAMDARIYA,876
BARAHA,625
BARAULI,1056
BARGOHANA KHURD,594
BARI BAJAHIYA,625
BELSARA,445
BENIPUR ARAIL,1060
CHILLI,730
DEWARA,630
DHONDHARI,943
GAURA TA. PURVA,800
HANTHI GANI,877
IKAUNI,874
AMERSAPUR,736
KANIHAR,574
KATAKA,492
JETHUPUR,742
JOKANAI,521
KARMA,1314
KAUNDHIYARA,536
KHAPTIHA,690
KUAAN,785
KUKUDHI,685
KULMAI,754
MAGHIGAWA,485
MAHI,710
NAOGAWA,481
PANWARI,580
PAWAR,1196
PIPARAWAN URF KATHAULI,949
PIPARHATTA,661
SODHIYA,682
TIKRI TA.KALMAI,1154
UMRI TA. PURVA,663
ADAMPUR,1095
AHMADPUR PAWAN,1424
AKBARPUR SALLAHPUR,929
AKBARPUR URF GANGAGANJ,578
ANAPUR,537
ASRAWE KALAN,1228
ASRAWE KHURD,646
ATRAMPUR URF NAWABGANJ,1082
BAKSI MODA,565
BANKA JALALPUR,478
DADAULI,458
DHARAUTA,739
GADHINA,555
GADIYANI,595
GHEENPUR,1631
JAMUI,629
KATHWER PERWAIZPUR,615
PIL KHUWA,484
SAKRA MAU,504
SARAIKESHO URF BAGI,597
SULTANPUR KHAS,467
TEJOPUR,462
YASINPUR(PASIYAPUR),791
MALAWAN BUJURG,698
MEDUA,513
SAHSON,584
SARAI RAHIYA,483
SUDANIPUR KALA,606
TENDUE,459
AADAMPUR UPARAURA,463
ABHAIPUR,965
ATANPUR,791
BALKARANPUR,525
BEERAPUR,613
MAVAIYA TALUKA BALAPUR,657
BADHAVA,847
BHAIYA,1167
BISAHIJAN KALA,872
CHAPRO,622
DARI,596
DERHAN,948
GADURAHI,459
ITAVA KALA,1097
KHARKA KHAS,1215
KOHRAR,524
KURKI KALAN,794
MAMOLI,442
MEJA KHAS,694
SILAUDHI KALA,573
SIRHIR,537
BHADERPUR URF DEENAPUR,738
BHAREHTA,641
CHAMARUPUR,548
CHANDERPUR URF BASMAHUA,553
CHAQ AFZAL URF POORELILA,615
CHHATA,1187
DALIPUR,459
DEWAPUR,471
FAJLABAD URF KALOOPUR,1513
HARIRAM PATTI URF KATNAE,543
HASANPUR MAI CHAK MANSOOR,448
HASIMPUR URF BENIPUR,575
HUSENPUR,472
JUGUNIDEEH,969
KAHLI,1149
KIRANW,563
KUMHAUNA,755
MADARPUR,605
